Category,ProductName,Location,Price,OverallRating,NumberSold,TotalReview,CustomerRating,CustomerReview,Sentiment,Emotion,PriceBinned,tokens,CleanReview,ReviewLength
Gaming,BLUE SHARK TRIGGER L1 R1 CONTROLLER TOMBOL TRIGGER PUBG TRIGGER FF - BS01 TRIGGER,Jakarta Barat,45000,4.8,503,218,3,Jika saya pake satu berfungsi dengan baik tapi jika pakai dua duamya sering kepencet sendiri,Negative,Fear,Medium,"['pake', 'berfungsi', 'pakai', 'duamya', 'kepencet']",jika saya pake satu berfungsi dengan baik tapi jika pakai dua duamya sering kepencet sendiri,15
Gaming,Stick PS3 ori mesin Sixaxis (non getar),Jakarta Barat,135000,4.8,419,114,3,paketany ru nyampe lgsung di cek salah satu stik na analog na rusak...diorder yg ke-2x na...tolong jk order lg tolong dicek kondisi stiknya sblum dikirim...terimakasih,Negative,Fear,High,"['paketany', 'ru', 'nyampe', 'lgsung', 'cek', 'salah', 'stik', 'na', 'analog', 'na', 'rusak', 'diorder', 'x', 'na', 'tolong', 'jk', 'order', 'lg', 'tolong', 'dicek', 'kondisi', 'stiknya', 'sblum', 'dikirim', 'terimakasih']",paketany ru nyampe lgsung di cek salah satu stik na analog na rusak diorder yang ke x na tolong jk order lg tolong dicek kondisi stiknya sblum dikirim terimakasih,29
Gaming,Stick PS3 ori mesin Sixaxis (non getar),Jakarta Barat,135000,4.8,419,114,3,sedih liat analog kirinya . akan lebih baik apabila di kirim kaya analog kanan,Negative,Sadness,High,"['sedih', 'liat', 'analog', 'kirinya', 'kirim', 'kaya', 'analog', 'kanan']",sedih liat analog kirinya akan lebih baik apabila di kirim kaya analog kanan,13
Gaming,Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games,Jakarta Utara,152000,4.8,2023,1087,1,barang tidak berfungsi sama sekali...seperti membeli barang rusak,Negative,Fear,High,"['barang', 'tidak', 'berfungsi', 'membeli', 'barang', 'rusak']",barang tidak berfungsi sama sekali seperti membeli barang rusak,9
Gaming,Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games,Jakarta Utara,152000,4.8,2023,1087,1,"Mohon maaf, produknya tidak bisa dipakai. Sudah install sesuai dengan petunjuk, tp ga bisa juga. Insya Allah Ikhlas",Negative,Fear,High,"['mohon', 'maaf', 'produknya', 'tidak', 'dipakai', 'install', 'sesuai', 'petunjuk', 'tidak', 'insya', 'allah', 'ikhlas']",mohon maaf produknya tidak bisa dipakai sudah install sesuai dengan petunjuk tapi tidak bisa juga insya allah ikhlas,18
Gaming,Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games,Jakarta Utara,152000,4.8,2023,1087,1,salah satu stik tidak berfungsi. coba chat penjual tidak direspon.,Negative,Fear,High,"['salah', 'stik', 'tidak', 'berfungsi', 'coba', 'chat', 'penjual', 'tidak', 'direspon']",salah satu stik tidak berfungsi coba chat penjual tidak direspon,10
Gaming,Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games,Jakarta Utara,152000,4.8,2023,1087,1,Barang hanya dpt berfungsi beberapa hari terus mati tdk dpt signal.. dan ketika brg diretur... ternyata sama aja...mati lagi tdk da signal,Negative,Fear,High,"['barang', 'dpt', 'berfungsi', 'mati', 'tidak', 'dpt', 'signal', 'brg', 'diretur', 'mati', 'tidak', 'da', 'signal']",barang hanya dpt berfungsi beberapa hari terus mati tidak dpt signal dan ketika brg diretur ternyata sama aja mati lagi tidak da signal,23
Gaming,Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games,Jakarta Utara,152000,4.8,2023,1087,3,nyala tapi item putih. dari customer service cuman bilang diotak atik lagi kak padahal uda sejam putar2 kabelnya dicolokan tvnya. could have been a better service.,Negative,Sadness,High,"['nyala', 'item', 'putih', 'customer', 'service', 'cuman', 'bilang', 'diotak', 'atik', 'kak', 'uda', 'sejam', 'putar', 'kabelnya', 'dicolokan', 'tvnya', 'could', 'have', 'been', 'a', 'better', 'service']",nyala tapi item putih dari customer service cuman bilang diotak atik lagi kak padahal uda sejam putar kabelnya dicolokan tvnya could have been a better service,26
Gaming,Nintendo NES Clone 620 Game Retro Mini Game Built in 620 Classic Games,Jakarta Utara,152000,4.8,2023,1087,3,"Review jujur ya, Port untuk kontroler player 1 nya nggak berfungsi, sudah coba tanya ke seller but No respon. Sudah coba Reset colok cabut dan pindah2in kontroler tp tetap nggak berfungsi. Thanks",Negative,Sadness,High,"['review', 'jujur', 'port', 'kontroler', 'player', 'nggak', 'berfungsi', 'coba', 'seller', 'but', 'no', 'respon', 'coba', 'reset', 'colok', 'cabut', 'pindahin', 'kontroler', 'nggak', 'berfungsi', 'thanks']",review jujur ya port untuk kontroler player nya nggak berfungsi sudah coba tanya ke seller but no respon sudah coba reset colok cabut dan pindahin kontroler tapi tetap nggak berfungsi thanks,31
Gaming,Nintendo Wii + 32 GB Flash Disk Full Games + 2 Wiimote + Nunchuck,Jakarta Pusat,845000,4.9,911,596,1,"Paking barangnya kurang bagus,nyampe barang,adaptor didalam udah pecah.sampe sekarang belum bisa dicoba.",Negative,Sadness,High,"['paking', 'barangnya', 'bagus', 'nyampe', 'barang', 'adaptor', 'didalam', 'udah', 'pecah', 'sampe', 'dicoba']",paking barangnya kurang bagus nyampe barang adaptor didalam udah pecah sampe sekarang belum bisa dicoba,15
Gaming,Nintendo Wii + 32 GB Flash Disk Full Games + 2 Wiimote + Nunchuck,Jakarta Pusat,845000,4.9,911,596,2,"colokan adaptor mengalami kerusakan, respon seller butuh berhari2, diajak diskusi untuk cara memperbaiki sendiri tidak dibalas, akhirnya repair sendiri",Negative,Fear,High,"['colokan', 'adaptor', 'mengalami', 'kerusakan', 'respon', 'seller', 'butuh', 'berhari', 'diajak', 'diskusi', 'memperbaiki', 'tidak', 'dibalas', 'repair']",colokan adaptor mengalami kerusakan respon seller butuh berhari diajak diskusi untuk cara memperbaiki sendiri tidak dibalas akhirnya repair sendiri,19
Gaming,Nintendo Wii + 32 GB Flash Disk Full Games + 2 Wiimote + Nunchuck,Jakarta Pusat,845000,4.9,911,596,3,"Mohon maaf saya kasih bintang 3 karena ada beberapa kendala : 1. Tidak disertakan batery di nunchaku sedikitpun ataupun intruksi menggunakan batery jenis apa. 2. Mohon dibuat panduan ringkas ketika di menu awal untuk mulai permainan harus kemana dan nantinya tampilan seperti apa karena dengan tidak ada Panduanya seringkali hang,USB tidak terbaca bahkan gambar semut yang solusinya USB tersebut dilepas dan dipasang kembali baru bisa. 3. Untuk sensor saya mendapat sedikit retak untuk kedepanya mohon bisa di infokan bila ada minus",Negative,Sadness,High,"['mohon', 'maaf', 'kasih', 'bintang', 'kendala', 'tidak', 'disertakan', 'batery', 'nunchaku', 'sedikitpun', 'intruksi', 'batery', 'jenis', 'mohon', 'panduan', 'ringkas', 'menu', 'permainan', 'kemana', 'tampilan', 'tidak', 'panduanya', 'seringkali', 'hang', 'usb', 'tidak', 'terbaca', 'gambar', 'semut', 'solusinya', 'usb', 'dilepas', 'dipasang', 'sensor', 'retak', 'kedepanya', 'mohon', 'infokan', 'minus']",mohon maaf saya kasih bintang karena ada beberapa kendala tidak disertakan batery di nunchaku sedikitpun ataupun intruksi menggunakan batery jenis apa mohon dibuat panduan ringkas ketika di menu awal untuk mulai permainan harus kemana dan nantinya tampilan seperti apa karena dengan tidak ada panduanya seringkali hang usb tidak terbaca bahkan gambar semut yang solusinya usb tersebut dilepas dan dipasang kembali baru bisa untuk sensor saya mendapat sedikit retak untuk kedepanya mohon bisa di infokan bila ada minus,77
Gaming,Nintendo Wii + 32 GB Flash Disk Full Games + 2 Wiimote + Nunchuck,Jakarta Pusat,845000,4.9,911,596,3,1 nunchuck nya ga berfungsi..mohon diperhatikan kembli barang yg dikirimkan..agar pelanggan tdk kecewa,Negative,Sadness,High,"['nunchuck', 'tidak', 'berfungsi', 'mohon', 'diperhatikan', 'kembli', 'barang', 'dikirimkan', 'pelanggan', 'tidak', 'kecewa']",nunchuck nya tidak berfungsi mohon diperhatikan kembli barang yang dikirimkan agar pelanggan tidak kecewa,14
Gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",Jakarta Barat,550000,4.6,2112,1146,1,saya minat membeli disini karena ada konfirm game ultraman evolution dengan jawaban ada donk. setelah barang sampai ternyata tidak ada.. sungguh mengecewakan. terima kasih. hati hati kalo konfirmasi kelengkapan barang.. tidak semua pembeli fokus ke ps2 nya.. perhatikan permintaan game nya..,Negative,Sadness,High,"['minat', 'membeli', 'konfirm', 'game', 'ultraman', 'evolution', 'donk', 'barang', 'tidak', 'sungguh', 'mengecewakan', 'terima', 'kasih', 'hati', 'hati', 'konfirmasi', 'kelengkapan', 'barang', 'tidak', 'pembeli', 'fokus', 'ps', 'perhatikan', 'permintaan', 'game']",saya minat membeli disini karena ada konfirm game ultraman evolution dengan jawaban ada donk setelah barang sampai ternyata tidak ada sungguh mengecewakan terima kasih hati hati kalau konfirmasi kelengkapan barang tidak semua pembeli fokus ke ps nya perhatikan permintaan game nya,41
Gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",Jakarta Barat,550000,4.6,2112,1146,1,"saat di unboxing barang terlihat bagus tpi pas baru di cek dengan seksama sticknya hancur dan bautnya hilang padahal packingan menggunakan kayu dan tidak ada penyok + PS baru di coba banyak game yg tidak mau serta dalam waktu 5 mnt PS langsung mati sendiri saat saya coba cek masalahnya ternyata kipas PS tidak menyala, saat saya tanya ke penjual ternyata PS hanya di cek sekedarnya saja dan setelah saya komplain saya disuruh mengembalikan ksana untuk di cek dan ongkir PP saya tanggung sendiri, sangat miris saya sangat percaya dengan toko meskipun ada ulasan yg buruk tpi saya tetap percaya dan tenyata barang yg datang sangat tdk memuaskan",Negative,Fear,High,"['unboxing', 'barang', 'bagus', 'tpi', 'pas', 'cek', 'seksama', 'sticknya', 'hancur', 'bautnya', 'hilang', 'packingan', 'kayu', 'tidak', 'penyok', 'ps', 'coba', 'game', 'tidak', 'mnt', 'ps', 'langsung', 'mati', 'coba', 'cek', 'kipas', 'ps', 'tidak', 'menyala', 'penjual', 'ps', 'cek', 'sekedarnya', 'komplain', 'disuruh', 'mengembalikan', 'ksana', 'cek', 'ongkir', 'pp', 'tanggung', 'miris', 'percaya', 'toko', 'ulasan', 'buruk', 'tpi', 'percaya', 'tenyata', 'barang', 'tidak', 'memuaskan']",saat di unboxing barang terlihat bagus tpi pas baru di cek dengan seksama sticknya hancur dan bautnya hilang padahal packingan menggunakan kayu dan tidak ada penyok ps baru di coba banyak game yang tidak mau serta dalam waktu mnt ps langsung mati sendiri saat saya coba cek masalahnya ternyata kipas ps tidak menyala saat saya tanya ke penjual ternyata ps hanya di cek sekedarnya saja dan setelah saya komplain saya disuruh mengembalikan ksana untuk di cek dan ongkir pp saya tanggung sendiri sangat miris saya sangat percaya dengan toko meskipun ada ulasan yang buruk tpi saya tetap percaya dan tenyata barang yang datang sangat tidak memuaskan,106
Gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",Jakarta Barat,550000,4.6,2112,1146,2,"Banyak sekali game yang nge hang dan game yang sama tapi direname munkin biar banyak aja gamenya padahal ada 3 game yang sama, Stick nya ada yang error ketika game yang ada effect vibrationnya, harusnya dicoba dulu sebelum pengiriman",Negative,Sadness,High,"['game', 'nge', 'hang', 'game', 'direname', 'munkin', 'biar', 'gamenya', 'game', 'stick', 'error', 'game', 'effect', 'vibrationnya', 'dicoba', 'pengiriman']",banyak sekali game yang nge hang dan game yang sama tapi direname munkin biar banyak aja gamenya padahal ada game yang sama stick nya ada yang error ketika game yang ada effect vibrationnya harusnya dicoba dulu sebelum pengiriman,38
Gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",Jakarta Barat,550000,4.6,2112,1146,2,ps nya ga awet...Belom ada 2 bulan udah rusak padahal pemakaian biasa aja malah jarang di pake tau2 rusak sendiri,Negative,Sadness,High,"['ps', 'tidak', 'awet', 'belom', 'udah', 'rusak', 'pemakaian', 'jarang', 'pake', 'tau', 'rusak']",ps nya tidak awet belom ada bulan udah rusak padahal pemakaian biasa aja malah jarang di pake tau rusak sendiri,20
Gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",Jakarta Barat,550000,4.6,2112,1146,3,game tdk terlalu sesuai dgn request sya dan gamenya terlalu sedikit dan ya ini msih ditest smua dan game yg brsmlh bru downhill dan slnjtnya akan di cek lgi jdi menurut sya kepuasan pelanggan itu hrus di no 1 kan ya :),Negative,Sadness,High,"['game', 'tidak', 'sesuai', 'request', 'sya', 'gamenya', 'msih', 'ditest', 'smua', 'game', 'brsmlh', 'bru', 'downhill', 'slnjtnya', 'cek', 'lgi', 'jdi', 'sya', 'kepuasan', 'pelanggan', 'hrus', 'no']",game tidak terlalu sesuai dengan request sya dan gamenya terlalu sedikit dan ya ini msih ditest smua dan game yang brsmlh bru downhill dan slnjtnya akan di cek lgi jdi menurut sya kepuasan pelanggan itu hrus di no kan ya,40
Gaming,POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH,Kota Bekasi,218000,4.8,625,289,1,"beli 2 dateng nya malah 1, pas di buka udah exited banget jadi Negativemood tenyata cuman 1",Negative,Fear,High,"['beli', 'dateng', 'pas', 'buka', 'udah', 'exited', 'banget', 'negativemood', 'tenyata', 'cuman']",beli dateng nya malah pas di buka udah exited banget jadi negativemood tenyata cuman,14
Gaming,POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH,Kota Bekasi,218000,4.8,625,289,3,"Koneksi perangkat susah, kalaupun konek seringkali putus, buku petunjuk minim info. Pdhal beli pilihan yg paling mahal. Apa saya saja yg terima barang spt ini?",Negative,Fear,High,"['koneksi', 'perangkat', 'susah', 'konek', 'seringkali', 'putus', 'buku', 'petunjuk', 'minim', 'info', 'pdhal', 'beli', 'pilihan', 'mahal', 'terima', 'barang', 'spt']",koneksi perangkat susah kalaupun konek seringkali putus buku petunjuk minim info pdhal beli pilihan yang paling mahal apa saya saja yang terima barang spt ini,25
Gaming,POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH,Kota Bekasi,218000,4.8,625,289,3,Barang diterima dengan baik. Tapi sayang baterenya uda soak,Negative,Fear,High,"['barang', 'diterima', 'sayang', 'baterenya', 'uda', 'soak']",barang diterima dengan baik tapi sayang baterenya uda soak,9
Gaming,POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH,Kota Bekasi,218000,4.8,625,289,3,"sering disconnect, kadang tidak berfungsi autocatch",Negative,Fear,High,"['disconnect', 'kadang', 'tidak', 'berfungsi', 'autocatch']",sering disconnect kadang tidak berfungsi autocatch,6
Gaming,POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH,Kota Bekasi,218000,4.8,625,289,1,"Produk tidak ORI (KW),tidak bekerja dengan baik.dikirim 2 PGP tidak bekerja di 2 hp saya Lenovo n Advan.Cuma jadi bangkai.After sales buruk,Respon seller kurang.no recommended.",Negative,Fear,High,"['produk', 'tidak', 'ori', 'kw', 'tidak', 'dikirim', 'pgp', 'tidak', 'hp', 'lenovo', 'n', 'advan', 'bangkai', 'after', 'sales', 'buruk', 'respon', 'seller', 'no', 'recommended']",produk tidak ori kw tidak bekerja dengan baik dikirim pgp tidak bekerja di hp saya lenovo n advan cuma jadi bangkai after sales buruk respon seller kurang no recommended,29
Gaming,Nitendo Ds i + R4 +mc 8gb 100games - Mc8GB 110 GAMES,Jakarta Barat,589000,4.5,89,33,2,"Sebenernya kualitas barang nya bagus, build quality oke lah utk barang rekondisi, utk memainkan game tidak ada masalah. Masalahnya barang ini bahasa jepang, dan di keterangan deskripsi tidak dijelaskan, setelah barang sampai saya chat seller, dengan balasan yg slow respon dan jawaban seadanya, dikatakan bahasa tidak bisa diganti. Mohon dituliskan kekurangan2 pada deskripsi, dan lebih fast respon kalau ada pembeli yg complain",Negative,Fear,High,"['sebenernya', 'kualitas', 'barang', 'bagus', 'build', 'quality', 'ok', 'barang', 'rekondisi', 'memainkan', 'game', 'tidak', 'barang', 'bahasa', 'jepang', 'keterangan', 'deskripsi', 'tidak', 'barang', 'chat', 'seller', 'balasan', 'slow', 'respon', 'seadanya', 'bahasa', 'tidak', 'diganti', 'mohon', 'dituliskan', 'kekurangan', 'deskripsi', 'fast', 'respon', 'pembeli', 'complain']",sebenernya kualitas barang nya bagus build quality ok lah untuk barang rekondisi untuk memainkan game tidak ada masalah masalahnya barang ini bahasa jepang dan di keterangan deskripsi tidak dijelaskan setelah barang sampai saya chat seller dengan balasan yang slow respon dan jawaban seadanya dikatakan bahasa tidak bisa diganti mohon dituliskan kekurangan pada deskripsi dan lebih fast respon kalau ada pembeli yang complain,62
Gaming,Nitendo Ds i + R4 +mc 8gb 100games - Mc8GB 110 GAMES,Jakarta Barat,589000,4.5,89,33,2,"Tidak ada mc 8Gb seperti deskripsi iklan, di paket yg saya terima hanya ada R4 sama charger plus adapter micro sd tulisan happy box, mau komplen terlanjur klik terima barang. Dan komplen pun akan percuma karena mc barang kecil ujungnya saya yang disangka pura2 ga terima",Negative,Fear,High,"['tidak', 'mc', 'gb', 'deskripsi', 'iklan', 'paket', 'terima', 'r', 'charger', 'plus', 'adapter', 'micro', 'sd', 'tulisan', 'happy', 'box', 'komplen', 'terlanjur', 'klik', 'terima', 'barang', 'komplen', 'mc', 'barang', 'ujungnya', 'disangka', 'pura', 'tidak', 'terima']",tidak ada mc gb seperti deskripsi iklan di paket yang saya terima hanya ada r sama charger plus adapter micro sd tulisan happy box mau komplen terlanjur klik terima barang dan komplen pun akan percuma karena mc barang kecil ujungnya saya yang disangka pura tidak terima,46
Gaming,PS2 fat hardisk 60gb ekternal paket lengkap - hardisk 60gb,Jakarta Barat,610000,4.6,1400,329,1,"ada kesalahan di MC dan hardisknya. Gak bisa digunain jd nya PSnya.. masa gak ke isi game atau MC nya ngeblank. padahal belinya bkn dgn duit yg sdikit, dan harus beli kabel lagi karna salah kirim udah gt isi game sndri jadinya. Kecewaaaaa sumpah",Negative,Sadness,High,"['kesalahan', 'mc', 'hardisknya', 'tidak', 'digunain', 'psnya', 'tidak', 'isi', 'game', 'mc', 'ngeblank', 'belinya', 'bkn', 'duit', 'sdikit', 'beli', 'kabel', 'karna', 'salah', 'kirim', 'udah', 'gt', 'isi', 'game', 'sndri', 'kecewa', 'sumpah']",ada kesalahan di mc dan hardisknya tidak bisa digunain jadi nya psnya masa tidak ke isi game atau mc nya ngeblank padahal belinya bkn dengan duit yang sdikit dan harus beli kabel lagi karna salah kirim udah gt isi game sndri jadinya kecewa sumpah,44
Gaming,PS2 fat hardisk 60gb ekternal paket lengkap - hardisk 60gb,Jakarta Barat,610000,4.6,1400,329,1,"Banyak game yang rusak,,, Beberapa game tidak bisa di save...... Biarlah saya ngga akan protes apa pun,tapi saya harap seller lebih cek dan ricek barang sebelum kirim.... Kalau sudah sampai tapi barang rusak kaya gini,yang rugi konsumen bukan seller... Apa lagi pembeli yang jauh/ dari luar kota seperti saya....",Negative,Fear,High,"['game', 'rusak', 'game', 'tidak', 'save', 'biarlah', 'ngga', 'protes', 'harap', 'seller', 'cek', 'ricek', 'barang', 'kirim', 'barang', 'rusak', 'kaya', 'gini', 'rugi', 'konsumen', 'seller', 'pembeli', 'kota']",banyak game yang rusak beberapa game tidak bisa di save biarlah saya ngga akan protes apa pun tapi saya harap seller lebih cek dan ricek barang sebelum kirim kalau sudah sampai tapi barang rusak kaya gini yang rugi konsumen bukan seller apa lagi pembeli yang jauh dari luar kota seperti saya,51
Gaming,PS2 fat hardisk 60gb ekternal paket lengkap - hardisk 60gb,Jakarta Barat,610000,4.6,1400,329,1,"Baru 2 kali pake udah rusak. Dibalikin ke tokonya , saya minta cepet dibetulin dan dikirim hari ini juga, orangnya langsung pulang. Ditelpon gak response.",Negative,Fear,High,"['kali', 'pake', 'udah', 'rusak', 'dibalikin', 'tokonya', 'cepet', 'dibetulin', 'dikirim', 'orangnya', 'langsung', 'pulang', 'ditelpon', 'tidak', 'response']",baru kali pake udah rusak dibalikin ke tokonya saya minta cepet dibetulin dan dikirim hari ini juga orangnya langsung pulang ditelpon tidak response,23
Gaming,PS2 fat hardisk 60gb ekternal paket lengkap - hardisk 60gb,Jakarta Barat,610000,4.6,1400,329,3,Paking oke bagus. Mohon perbaikan. Stik bergetar terus tanpa henti. mesin agak sering hang mau ganti game. Mohon diperbaiki gan. Selisih ongkir juga. Trims.,Negative,Fear,High,"['paking', 'ok', 'bagus', 'mohon', 'perbaikan', 'stik', 'bergetar', 'henti', 'mesin', 'hang', 'ganti', 'game', 'mohon', 'diperbaiki', 'gan', 'selisih', 'ongkir', 'trims']",paking ok bagus mohon perbaikan stik bergetar terus tanpa henti mesin agak sering hang mau ganti game mohon diperbaiki gan selisih ongkir juga trims,24
Gaming,Mainan Anak Gameboy Gamebox Retro PVP Station Light 3000 Layar Lebar - Merah,Jakarta Pusat,210000,4.6,186,114,1,barang dtang posisi baterai ksong..berarti barang tidak d cek dulu?? d gambar warna biru cerah..dtg wrna biru gelap.layar lcet�..mna buat kado ultah.ank ga suka...,Negative,Fear,High,"['barang', 'dtang', 'posisi', 'baterai', 'ksong', 'barang', 'tidak', 'cek', 'gambar', 'warna', 'biru', 'cerah', 'dtg', 'wrna', 'biru', 'gelap', 'layar', 'lcet', 'mna', 'kado', 'ultah', 'ank', 'tidak', 'suka']",barang dtang posisi baterai ksong berarti barang tidak di cek dulu di gambar warna biru cerah dtg wrna biru gelap layar lcet mna buat kado ultah ank tidak suka,29
Gaming,Mainan Anak Gameboy Gamebox Retro PVP Station Light 3000 Layar Lebar - Merah,Jakarta Pusat,210000,4.6,186,114,1,"banyak baret, baterai low, padahal udah di ingatkan cek QC yaudahh ya, jualan yg laku asal kesohor",Negative,Sadness,High,"['baret', 'baterai', 'low', 'udah', 'ingatkan', 'cek', 'qc', 'yaudahh', 'jualan', 'laku', 'kesohor']",banyak baret baterai low padahal udah di ingatkan cek qc yaudahh ya jualan yang laku asal kesohor,17
Gaming,Mainan Anak Gameboy Gamebox Retro PVP Station Light 3000 Layar Lebar - Merah,Jakarta Pusat,210000,4.6,186,114,1,"barang ok,tetapi batrai bocor parah,tdk ada niat memberi batrai yg baru.stiap x maen ga ada 1/2 jam lngsng habis.di cas jg lampu slalu merah.",Negative,Sadness,High,"['barang', 'ok', 'batrai', 'bocor', 'parah', 'tidak', 'niat', 'batrai', 'stiap', 'x', 'maen', 'tidak', 'jam', 'lngsng', 'habis', 'cas', 'lampu', 'slalu', 'merah']",barang ok tetapi batrai bocor parah tidak ada niat memberi batrai yang baru stiap x maen tidak ada jam lngsng habis di cas juga lampu slalu merah,27
Phones and Tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",Jakarta Barat,18000,4.9,17200,7901,3,beda sma yg di gambar. pdahal udh pernh pesen skali di sni,Negative,Sadness,Low,"['beda', 'sma', 'gambar', 'pdahal', 'pernh', 'pesen', 'skali', 'sni']",beda sma yang di gambar pdahal sudah pernh pesen skali di sni,12
Phones and Tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",Jakarta Barat,18000,4.9,17200,7901,3,barang tidak sesuai deskripsi bukan fast charger saya sudah coba di hp saya yang mendukung fast charger tapi setelah memakai kabel ini jadi normal charger bkn fast charger,Negative,Fear,Low,"['barang', 'tidak', 'sesuai', 'deskripsi', 'fast', 'charger', 'coba', 'hp', 'mendukung', 'fast', 'charger', 'memakai', 'kabel', 'normal', 'charger', 'bkn', 'fast', 'charger']",barang tidak sesuai deskripsi bukan fast charger saya sudah coba di hp saya yang mendukung fast charger tapi setelah memakai kabel ini jadi normal charger bkn fast charger,28
Phones and Tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",Jakarta Barat,18000,4.9,17200,7901,2,"barang rusak ?? di charge hp nggak ngisi , udah ngisi ee...tau tau ngilang / susut lagi , di kirain changer, di coba dgn kabel lain bagus. besoknya di coba lagi msh juga begitu. ya... ternyata barangnya yg tidak bagus..",Negative,Fear,Low,"['barang', 'rusak', 'charge', 'hp', 'nggak', 'ngisi', 'udah', 'ngisi', 'ee', 'tau', 'tau', 'ngilang', 'susut', 'kirain', 'changer', 'coba', 'kabel', 'bagus', 'besoknya', 'coba', 'msh', 'barangnya', 'tidak', 'bagus']",barang rusak di charge hp nggak ngisi udah ngisi ee tau tau ngilang susut lagi di kirain changer di coba dengan kabel lain bagus besoknya di coba lagi msh juga begitu ya ternyata barangnya yang tidak bagus,37
Phones and Tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",Jakarta Barat,18000,4.9,17200,7901,1,baru d pake seminggu rusak,Negative,Sadness,Low,"['pake', 'seminggu', 'rusak']",baru di pake seminggu rusak,5
Phones and Tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",Jakarta Barat,18000,4.9,17200,7901,1,kualitas jelek. ngak mau pakai di smartphone,Negative,Fear,Low,"['kualitas', 'jelek', 'ngak', 'pakai', 'smartphone']",kualitas jelek ngak mau pakai di smartphone,7
Phones and Tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",Jakarta Barat,18000,4.9,17200,7901,1,"ngga bs charging sama sekali. boro2 fast charging. kecewa. udah pake kepala charger semia ngga bs charging, colok ke laptop yg ngga koneksi atau charging",Negative,Sadness,Low,"['ngga', 'charging', 'boro', 'fast', 'charging', 'kecewa', 'udah', 'pake', 'kepala', 'charger', 'semia', 'ngga', 'charging', 'colok', 'laptop', 'ngga', 'koneksi', 'charging']",ngga bisa charging sama sekali boro fast charging kecewa udah pake kepala charger semia ngga bisa charging colok ke laptop yang ngga koneksi atau charging,25
Phones and Tablets,MILS Paperlike Matte Anti Gores iPad 8 10.2 Pro 11 Air 3 10.5 4 10.9 - iPad 10.9/11,Jakarta Utara,145000,4.9,1813,984,3,Sidik jari masih ada jdi layar kusam saja karna banyak sentuhan. Terus efek kaya kertas nya gue rasa ga ada ngaruh nya. Ga ada tuh kesan paperlike nya. Tidak kaya deskripsi dan fotonya. Cuma sebatas pelindung anti gores aja si ini rasanya.,Negative,Fear,High,"['sidik', 'jari', 'jdi', 'layar', 'kusam', 'karna', 'sentuhan', 'efek', 'kaya', 'kertas', 'gue', 'tidak', 'ngaruh', 'tidak', 'tuh', 'kesan', 'paperlike', 'tidak', 'kaya', 'deskripsi', 'fotonya', 'sebatas', 'pelindung', 'anti', 'gores', 'si']",sidik jari masih ada jdi layar kusam saja karna banyak sentuhan terus efek kaya kertas nya gue rasa tidak ada ngaruh nya tidak ada tuh kesan paperlike nya tidak kaya deskripsi dan fotonya cuma sebatas pelindung anti gores aja si ini rasanya,42
